scope,path,locale,viewport,run,navigation,status,pass,react418,hydrationErrorCount,pageErrorCount,scriptCount,dataNscriptCount,scriptInHeadCount,loaderReady,slotCount,slotPushedCount,slotFailedCount,duplicatePushedCount,h1Count,inputCount,ctaCount,hasCalculatorSignal,horizontalOverflow,firstEntryStatus,bootstrapRequestCount,adRequestCount,failedAdRequestCount
global_hard_load,/tools/mortgage-loan-calculator,ko,320,4,hard_load,200,true,0,0,0,1,0,1,true,5,5,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,59,9
global_hard_load,/tools/mortgage-loan-calculator,ko,320,5,hard_load,200,true,0,0,0,1,0,1,true,5,5,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,75,21
global_hard_load,/tools/mortgage-loan-calculator,ko,390,1,hard_load,200,true,0,0,0,1,0,1,true,3,3,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,2,28,1
global_hard_load,/tools/mortgage-loan-calculator,ko,390,2,hard_load,200,true,0,0,0,1,0,1,true,5,5,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,96,31
global_hard_load,/tools/mortgage-loan-calculator,ko,390,3,hard_load,200,true,0,0,0,1,0,1,true,3,3,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,52,11
global_hard_load,/tools/mortgage-loan-calculator,ko,1280,1,hard_load,200,true,0,0,0,1,0,1,true,5,5,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,2,75,21
global_hard_load,/tools/mortgage-loan-calculator,ko,1280,2,hard_load,200,true,0,0,0,1,0,1,true,4,4,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,2,49,10
global_hard_load,/tools/mortgage-loan-calculator,ko,1280,3,hard_load,200,true,0,0,0,1,0,1,true,3,3,0,0,1,6,7,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,29,1
global_hard_load,/posts/personalFinance/what-is-cagr,ko,320,1,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,32,2
global_hard_load,/posts/personalFinance/what-is-cagr,ko,320,2,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,52,12
global_hard_load,/posts/personalFinance/what-is-cagr,ko,320,3,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,52,12
global_hard_load,/posts/personalFinance/what-is-cagr,ko,320,4,hard_load,200,true,0,0,0,1,0,1,true,9,6,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,99,32
global_hard_load,/posts/personalFinance/what-is-cagr,ko,320,5,hard_load,200,true,0,0,0,1,0,1,true,8,5,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,65,11
global_hard_load,/posts/personalFinance/what-is-cagr,ko,390,1,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,32,2
global_hard_load,/posts/personalFinance/what-is-cagr,ko,390,2,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,2,31,2
global_hard_load,/posts/personalFinance/what-is-cagr,ko,390,3,hard_load,200,true,0,0,0,1,0,1,true,9,6,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,2,77,22
global_hard_load,/posts/personalFinance/what-is-cagr,ko,1280,1,hard_load,200,true,0,0,0,1,0,1,true,8,5,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,55,11
global_hard_load,/posts/personalFinance/what-is-cagr,ko,1280,2,hard_load,200,true,0,0,0,1,0,1,true,8,5,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,53,11
global_hard_load,/posts/personalFinance/what-is-cagr,ko,1280,3,hard_load,200,true,0,0,0,1,0,1,true,7,4,0,0,1,3,21,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,32,2
global_hard_load,/posts/personalFinance/dsr-40-income-loan-limit-table,ko,320,1,hard_load,200,true,0,0,0,1,0,1,true,6,3,0,0,1,3,30,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,30,1
global_hard_load,/posts/personalFinance/dsr-40-income-loan-limit-table,ko,320,2,hard_load,200,true,0,0,0,1,0,1,true,6,3,0,0,1,3,30,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,51,11
global_hard_load,/posts/personalFinance/dsr-40-income-loan-limit-table,ko,320,3,hard_load,200,true,0,0,0,1,0,1,true,8,5,0,0,1,3,30,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,74,21
global_hard_load,/posts/personalFinance/dsr-40-income-loan-limit-table,ko,320,4,hard_load,200,true,0,0,0,1,0,1,true,6,3,0,0,1,3,30,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,30,1
global_hard_load,/posts/personalFinance/dsr-40-income-loan-limit-table,ko,320,5,hard_load,200,true,0,0,0,1,0,1,true,6,3,0,0,1,3,30,true,false,AD_REQUEST_SENT_NO_FILL_OR_FILLED,1,50,11
